PetID,UserID,PetName,Level,LevelUpTime,Experience,Hunger,Mood,Stamina,Cleanliness,Health,SkinColor,SkinColorChangedTime,BackgroundColor,BackgroundColorChangedTime,PointsChanged_SkinColor,PointsChanged_BackgroundColor,PointsGained_LevelUp,PointsGainedTime_LevelUp,IsDeleted,DeletedAt,DeletedBy,DeleteReason,CurrentExperience,ExperienceToNextLevel,TotalPointsGained_LevelUp
102,10000102,豆豆,50,2024-05-01 06:07:36.0000000,8422,63,30,70,28,66,#FFFFFF,2023-07-03 14:13:49.0000000,BG004,2023-07-25 12:48:24.0000000,0,2000,50,2023-06-08 02:06:30.0000000,0,NULL,NULL,NULL,969,2380,1500
103,10000103,旺財Luna,31,2023-10-01 21:02:44.0000000,5126,11,20,20,35,30,#0000FF,2024-02-12 22:12:47.0000000,BG006,2024-02-20 05:19:51.0000000,2000,3000,40,2024-11-27 09:33:45.0000000,0,NULL,NULL,NULL,743,1148,640
104,10000104,小白,38,2023-02-05 14:49:08.0000000,6107,86,52,96,62,22,#FFFF00,2024-04-24 19:52:09.0000000,BG007,2023-03-22 04:06:16.0000000,2000,3500,40,2024-11-05 15:03:55.0000000,0,NULL,NULL,NULL,1457,1535,920
105,10000105,Kiki,11,2023-09-12 04:55:14.0000000,995,74,83,75,70,24,#FFFF00,2023-09-27 07:05:08.0000000,BG007,2025-05-26 09:53:00.0000000,2000,3500,20,2025-01-13 20:10:38.0000000,0,NULL,NULL,NULL,394,476,120
106,10000106,皮蛋,2,2023-06-13 15:13:37.0000000,214,13,59,75,68,66,#6F4E37,2023-07-06 09:32:46.0000000,BG005,2025-04-20 22:31:39.0000000,3500,2500,10,2025-07-02 11:34:38.0000000,0,NULL,NULL,NULL,93,140,20
107,10000107,奶茶Snowy,12,2025-08-04 13:15:48.0000000,930,13,65,33,33,85,#000000,2024-09-28 05:01:44.0000000,BG008,2024-01-03 15:56:56.0000000,0,4000,20,2024-08-17 07:26:30.0000000,0,NULL,NULL,NULL,365,495,140
108,10000108,雪球,39,2023-05-06 06:02:25.0000000,7106,24,17,98,98,45,#0000FF,2023-03-12 05:44:34.0000000,BG002,2024-06-15 17:49:58.0000000,2000,0,40,2023-01-11 10:37:22.0000000,0,NULL,NULL,NULL,1581,1596,960
109,10000109,旺財Sunny,50,2024-03-31 02:31:58.0000000,9134,35,27,64,86,20,#800080,2023-01-31 16:46:58.0000000,BG004,2025-09-01 09:02:55.0000000,3500,2000,50,2025-02-07 12:44:06.0000000,0,NULL,NULL,NULL,1538,2380,1500
110,10000110,小白,6,2023-06-18 03:59:42.0000000,857,78,96,38,18,86,#800080,2024-09-11 07:00:27.0000000,BG010,2024-05-23 18:14:56.0000000,3500,6000,10,2023-03-09 04:21:00.0000000,0,NULL,NULL,NULL,231,300,60
111,10000111,Rocky,30,2025-08-27 12:52:46.0000000,3675,100,98,26,73,46,#00FFFF,2025-05-20 19:12:31.0000000,BG010,2023-01-24 15:14:17.0000000,2000,6000,30,2025-02-25 04:25:46.0000000,0,NULL,NULL,NULL,1022,1100,600
112,10000112,柚子??,48,2025-08-16 14:58:57.0000000,5573,37,45,71,85,74,#800080,2024-09-01 03:23:18.0000000,BG009,2025-02-20 16:54:53.0000000,3500,4500,50,2024-11-19 04:03:19.0000000,0,NULL,NULL,NULL,440,2223,1400
113,10000113,雪球,21,2023-06-24 05:49:08.0000000,2621,27,50,19,90,81,#6F4E37,2023-09-15 04:39:39.0000000,BG004,2023-08-31 17:23:28.0000000,3500,2000,30,2024-11-06 07:20:30.0000000,0,NULL,NULL,NULL,633,732,330
114,10000114,小黑,40,2024-07-17 11:30:01.0000000,4389,85,78,71,85,75,#0000FF,2023-03-18 07:03:00.0000000,BG010,2025-06-15 17:31:31.0000000,2000,6000,40,2024-06-25 03:52:22.0000000,0,NULL,NULL,NULL,1399,1660,1000
115,10000115,Mimi,3,2024-07-12 14:31:18.0000000,338,82,72,13,17,62,#FFFF00,2024-04-24 13:08:45.0000000,BG010,2023-05-27 07:15:07.0000000,2000,6000,10,2024-09-20 23:23:03.0000000,0,NULL,NULL,NULL,11,180,30
116,10000116,Kiki,16,2024-05-08 18:56:01.0000000,1297,47,17,76,51,77,#FF0000,2023-12-12 14:08:59.0000000,BG008,2024-01-14 09:00:02.0000000,0,4000,20,2025-07-05 12:44:50.0000000,0,NULL,NULL,NULL,562,584,220
117,10000117,多多??,20,2023-11-05 00:24:10.0000000,3300,27,70,74,27,28,#FF0000,2023-12-25 21:04:42.0000000,BG010,2023-05-04 04:31:25.0000000,0,6000,20,2024-09-06 07:26:09.0000000,0,NULL,NULL,NULL,35,700,300
118,10000118,小黃,4,2023-01-31 14:44:17.0000000,551,46,57,41,69,72,#00FFFF,2024-02-27 10:14:28.0000000,BG009,2023-09-20 04:35:59.0000000,2000,4500,10,2025-07-03 12:35:39.0000000,0,NULL,NULL,NULL,34,220,40
119,10000119,奶茶,33,2023-01-22 12:22:52.0000000,4521,44,11,20,38,45,#008000,2024-07-01 12:03:24.0000000,BG003,2024-08-07 15:38:14.0000000,2000,0,40,2025-07-15 02:37:37.0000000,0,NULL,NULL,NULL,706,1251,720
120,10000120,皮蛋,48,2024-05-16 03:47:51.0000000,4990,68,15,34,49,43,#0000FF,2024-12-05 15:31:00.0000000,BG007,2024-05-18 14:16:20.0000000,2000,3500,50,2023-03-10 09:23:43.0000000,0,NULL,NULL,NULL,2120,2223,1400
121,10000121,喵喵Luna,50,2024-01-14 03:24:47.0000000,5251,30,95,40,31,67,#800080,2023-11-10 07:48:45.0000000,BG004,2024-07-21 02:46:41.0000000,3500,2000,50,2024-06-04 22:06:15.0000000,0,NULL,NULL,NULL,610,2380,1500
122,10000122,柚子??,34,2024-04-28 04:46:12.0000000,2308,96,74,19,19,53,#6F4E37,2023-01-06 06:28:39.0000000,BG007,2024-11-10 22:41:33.0000000,3500,3500,40,2023-10-19 12:56:26.0000000,0,NULL,NULL,NULL,412,1304,760
123,10000123,Sunny,20,2023-11-09 20:02:04.0000000,2545,31,46,54,90,28,#FFFFFF,2023-04-04 00:14:27.0000000,BG010,2023-02-19 19:20:43.0000000,0,6000,20,2023-06-29 05:22:00.0000000,0,NULL,NULL,NULL,401,700,300
124,10000124,Cookie,13,2023-12-07 22:44:18.0000000,1441,74,25,26,57,77,#0000FF,2025-03-25 18:59:02.0000000,BG005,2025-06-01 01:12:28.0000000,2000,2500,20,2024-04-11 01:03:17.0000000,0,NULL,NULL,NULL,416,515,160
125,10000125,Sunny,2,2023-10-10 09:22:04.0000000,122,15,42,87,24,90,#FFA500,2023-04-26 01:52:31.0000000,BG008,2023-06-05 04:42:30.0000000,2000,4000,10,2023-02-13 00:20:26.0000000,0,NULL,NULL,NULL,22,140,20
126,10000126,Kiki??,1,2024-02-25 06:54:12.0000000,204,10,64,96,55,77,#0000FF,2025-01-27 02:01:55.0000000,BG004,2024-02-15 18:25:55.0000000,2000,2000,10,2023-07-18 14:52:38.0000000,0,NULL,NULL,NULL,80,100,10
127,10000127,小黑,6,2023-12-07 08:20:19.0000000,407,82,100,58,70,45,#0000FF,2024-03-25 02:55:20.0000000,BG007,2023-07-04 07:38:25.0000000,2000,3500,10,2024-07-09 12:49:06.0000000,0,NULL,NULL,NULL,298,300,60
128,10000128,Snowy,23,2024-09-04 16:18:42.0000000,3530,54,20,68,80,27,#FFA500,2023-10-06 23:34:53.0000000,BG008,2023-05-31 11:16:42.0000000,2000,4000,30,2023-12-14 12:53:34.0000000,0,NULL,NULL,NULL,107,803,390
129,10000129,熊大,9,2023-07-14 08:23:41.0000000,889,55,31,36,85,29,#000000,2023-08-06 06:54:55.0000000,BG006,2023-07-29 03:46:31.0000000,0,3000,10,2023-11-14 08:25:15.0000000,0,NULL,NULL,NULL,95,420,90
130,10000130,柚子,13,2023-07-30 08:18:10.0000000,836,18,82,61,85,31,#000000,2024-01-27 03:41:09.0000000,BG002,2023-11-21 16:02:18.0000000,0,0,20,2023-01-23 04:44:14.0000000,0,NULL,NULL,NULL,240,515,160
131,10000131,阿福,26,2024-04-30 23:51:52.0000000,3985,12,82,80,12,66,#FFA500,2023-08-26 18:58:00.0000000,BG003,2024-12-06 00:17:21.0000000,2000,0,30,2024-05-09 03:16:26.0000000,0,NULL,NULL,NULL,544,920,480
132,10000132,旺財,23,2024-03-28 15:08:38.0000000,2980,23,66,43,38,68,#FF0000,2025-07-26 20:17:03.0000000,BG006,2024-01-27 09:26:07.0000000,0,3000,30,2023-01-09 22:45:10.0000000,0,NULL,NULL,NULL,107,803,390
133,10000133,皮蛋Sunny,31,2025-05-31 02:23:52.0000000,2342,66,76,57,55,61,#6F4E37,2023-10-03 08:33:16.0000000,BG002,2023-09-07 11:51:46.0000000,3500,0,40,2024-05-03 09:21:31.0000000,0,NULL,NULL,NULL,459,1148,640
134,10000134,小黃Bella,6,2024-04-08 16:13:57.0000000,576,81,41,53,54,60,#008000,2024-10-04 19:12:28.0000000,BG005,2023-04-23 09:06:48.0000000,2000,2500,10,2023-12-08 09:35:59.0000000,0,NULL,NULL,NULL,167,300,60
135,10000135,奶茶,8,2024-06-29 03:45:00.0000000,1205,63,22,94,31,72,#000000,2023-07-13 15:59:43.0000000,BG001,2023-06-02 12:05:54.0000000,0,0,10,2023-01-20 12:57:56.0000000,0,NULL,NULL,NULL,313,380,80
136,10000136,柚子Rocky,22,2025-05-10 15:03:23.0000000,3465,39,41,34,70,84,#0000FF,2024-04-08 14:14:18.0000000,BG001,2023-04-13 16:42:22.0000000,2000,0,30,2024-01-23 12:22:30.0000000,0,NULL,NULL,NULL,38,767,360
137,10000137,球球,14,2024-10-22 18:16:36.0000000,2206,35,61,15,89,70,#00FFFF,2024-04-19 10:11:56.0000000,BG003,2024-02-25 04:45:19.0000000,2000,0,20,2023-12-04 00:01:03.0000000,0,NULL,NULL,NULL,377,536,180
138,10000138,阿福,28,2025-02-20 01:25:22.0000000,4123,23,17,16,90,25,#000000,2024-09-04 01:19:49.0000000,BG010,2023-04-30 01:57:25.0000000,0,6000,30,2025-04-12 14:22:41.0000000,0,NULL,NULL,NULL,772,1007,540
139,10000139,Bella,21,2025-04-23 18:34:06.0000000,3179,49,72,17,96,80,#6F4E37,2023-11-19 17:42:52.0000000,BG001,2023-03-08 04:19:49.0000000,3500,0,30,2024-06-13 22:52:10.0000000,0,NULL,NULL,NULL,597,732,330
140,10000140,Mimi,40,2024-04-26 06:52:13.0000000,6492,91,39,70,35,62,#000000,2025-01-09 17:37:35.0000000,BG009,2023-08-09 22:32:50.0000000,0,4500,40,2024-07-26 08:36:29.0000000,0,NULL,NULL,NULL,1465,1660,1000
141,10000141,多多??,38,2023-11-04 14:00:28.0000000,5410,40,81,47,26,49,#6F4E37,2023-09-15 18:53:39.0000000,BG005,2023-02-03 05:47:04.0000000,3500,2500,40,2025-03-06 11:22:27.0000000,0,NULL,NULL,NULL,81,1535,920
142,10000142,小黑Lucky,7,2025-04-17 11:41:10.0000000,559,16,65,90,24,100,#0000FF,2023-03-02 19:52:49.0000000,BG009,2025-01-26 15:31:10.0000000,2000,4500,10,2023-02-23 12:43:29.0000000,0,NULL,NULL,NULL,55,340,70
143,10000143,Luna,48,2024-07-15 13:23:19.0000000,4511,59,36,13,43,84,#00FFFF,2024-02-18 17:51:20.0000000,BG003,2025-04-27 18:07:29.0000000,2000,0,50,2023-06-16 08:26:52.0000000,0,NULL,NULL,NULL,1603,2223,1400
144,10000144,喵喵,14,2024-12-22 10:15:33.0000000,2174,56,94,28,17,83,#FFFFFF,2024-09-30 12:07:32.0000000,BG001,2023-01-07 03:31:20.0000000,0,0,20,2023-11-01 12:59:54.0000000,0,NULL,NULL,NULL,61,536,180
145,10000145,小花Nana,43,2023-04-04 10:22:32.0000000,7555,10,74,93,38,72,#FF0000,2024-11-22 09:31:11.0000000,BG002,2025-09-03 17:25:44.0000000,0,0,50,2024-02-18 08:59:41.0000000,0,NULL,NULL,NULL,1476,1859,1150
146,10000146,喵喵,43,2025-08-16 10:21:23.0000000,6116,51,25,49,87,48,#00FFFF,2024-09-05 23:24:54.0000000,BG010,2023-04-06 05:01:42.0000000,2000,6000,50,2023-06-27 01:12:12.0000000,0,NULL,NULL,NULL,489,1859,1150
147,10000147,阿福,8,2023-12-17 13:31:00.0000000,981,51,64,10,82,77,#000000,2023-11-12 10:55:21.0000000,BG003,2024-06-04 11:32:32.0000000,0,0,10,2023-02-13 13:35:02.0000000,0,NULL,NULL,NULL,7,380,80
148,10000148,Luna,34,2024-12-21 19:21:30.0000000,3026,31,18,90,81,60,#800080,2024-07-08 04:06:34.0000000,BG008,2025-05-11 15:48:40.0000000,3500,4000,40,2025-04-28 21:32:13.0000000,0,NULL,NULL,NULL,1249,1304,760
149,10000149,豆豆,12,2025-07-26 02:40:56.0000000,912,46,33,76,31,100,#0000FF,2024-10-20 18:56:55.0000000,BG006,2025-02-15 17:18:45.0000000,2000,3000,20,2023-08-16 03:43:10.0000000,0,NULL,NULL,NULL,295,495,140
150,10000150,豆豆,8,2025-02-02 05:16:14.0000000,1451,95,33,45,96,36,#800080,2023-09-19 01:24:50.0000000,BG005,2023-04-30 01:21:15.0000000,3500,2500,10,2024-10-20 07:44:49.0000000,0,NULL,NULL,NULL,81,380,80
151,10000151,Charlie,3,2025-01-20 16:12:10.0000000,476,32,56,50,64,68,#FF0000,2025-05-06 17:08:48.0000000,BG001,2025-08-13 21:03:49.0000000,0,0,10,2023-07-31 00:09:04.0000000,0,NULL,NULL,NULL,19,180,30
152,10000152,多多,32,2024-03-16 22:05:38.0000000,4094,51,73,54,21,73,#FFFFFF,2024-10-02 11:12:29.0000000,BG004,2024-02-03 18:53:37.0000000,0,2000,40,2023-01-04 02:02:22.0000000,0,NULL,NULL,NULL,1110,1199,680
153,10000153,皮卡,24,2023-12-11 07:05:45.0000000,3112,29,40,86,67,80,#800080,2023-02-03 07:56:48.0000000,BG003,2024-10-13 00:22:42.0000000,3500,0,30,2023-11-15 13:43:47.0000000,0,NULL,NULL,NULL,812,840,420
154,10000154,旺財Luna,13,2025-03-28 18:29:04.0000000,2177,95,65,53,42,39,#FF0000,2024-06-06 09:56:48.0000000,BG003,2023-02-15 04:33:08.0000000,0,0,20,2024-01-02 08:46:18.0000000,0,NULL,NULL,NULL,381,515,160
155,10000155,布丁Kiki,26,2024-02-15 11:56:49.0000000,4341,23,44,65,15,27,#00FFFF,2025-07-04 11:44:27.0000000,BG007,2024-02-17 23:32:37.0000000,2000,3500,30,2025-07-26 03:18:11.0000000,0,NULL,NULL,NULL,227,920,480
156,10000156,奶茶,38,2024-08-18 21:58:39.0000000,4263,84,41,58,23,32,#0000FF,2023-01-26 20:47:56.0000000,BG010,2025-04-13 06:44:09.0000000,2000,6000,40,2023-12-22 10:06:15.0000000,0,NULL,NULL,NULL,576,1535,920
157,10000157,布丁Coco,34,2023-04-17 02:40:05.0000000,3436,30,92,94,65,92,#FF0000,2023-03-20 05:07:13.0000000,BG002,2023-01-17 03:15:34.0000000,0,0,40,2023-06-03 14:48:37.0000000,0,NULL,NULL,NULL,34,1304,760
158,10000158,旺財??,43,2024-03-29 23:26:18.0000000,7585,96,10,65,43,44,#800080,2023-02-02 11:13:48.0000000,BG003,2023-04-30 01:55:59.0000000,3500,0,50,2024-10-14 13:48:45.0000000,0,NULL,NULL,NULL,969,1859,1150
159,10000159,可可Max,24,2024-09-21 17:53:06.0000000,3782,94,43,49,25,44,#000000,2025-02-22 22:47:07.0000000,BG007,2023-01-09 23:42:06.0000000,0,3500,30,2024-02-17 22:50:39.0000000,0,NULL,NULL,NULL,12,840,420
160,10000160,布丁??,14,2024-10-16 12:25:44.0000000,2367,16,72,34,22,69,#0000FF,2023-03-03 16:28:48.0000000,BG001,2025-01-31 06:29:57.0000000,2000,0,20,2024-08-21 06:51:40.0000000,0,NULL,NULL,NULL,369,536,180
161,10000161,布丁Kiki,6,2023-05-30 01:42:59.0000000,754,62,40,43,66,20,#FF0000,2023-08-26 20:00:35.0000000,BG009,2024-04-10 16:34:14.0000000,0,4500,10,2023-06-11 10:32:53.0000000,0,NULL,NULL,NULL,31,300,60
162,10000162,Max,28,2024-09-13 09:21:51.0000000,4718,56,45,87,97,33,#0000FF,2023-09-22 17:59:23.0000000,BG006,2023-01-27 16:19:51.0000000,2000,3000,30,2024-07-30 05:03:47.0000000,0,NULL,NULL,NULL,238,1007,540
163,10000163,小黃,17,2023-01-09 15:11:37.0000000,1413,63,77,32,26,88,#6F4E37,2025-06-26 17:16:53.0000000,BG001,2023-04-03 09:29:23.0000000,3500,0,20,2024-06-06 08:34:23.0000000,0,NULL,NULL,NULL,52,611,240
164,10000164,小黃,23,2023-08-04 10:51:15.0000000,1668,83,12,32,84,56,#00FFFF,2025-01-13 08:43:22.0000000,BG003,2024-08-13 15:34:10.0000000,2000,0,30,2023-08-20 04:41:13.0000000,0,NULL,NULL,NULL,528,803,390
165,10000165,Milo,37,2025-01-18 07:55:33.0000000,4804,95,54,25,49,79,#0000FF,2025-02-02 05:54:40.0000000,BG009,2025-06-07 03:57:53.0000000,2000,4500,40,2023-11-17 00:12:00.0000000,0,NULL,NULL,NULL,217,1475,880
166,10000166,球球,24,2024-01-25 12:12:47.0000000,2874,11,64,99,87,35,#00FFFF,2023-12-12 00:59:02.0000000,BG009,2023-02-08 00:50:21.0000000,2000,4500,30,2023-05-23 10:16:51.0000000,0,NULL,NULL,NULL,331,840,420
167,10000167,小黑,35,2023-01-26 15:05:42.0000000,5082,86,27,32,42,79,#008000,2025-05-19 01:26:26.0000000,BG005,2024-01-26 15:26:44.0000000,2000,2500,40,2024-05-01 02:30:59.0000000,0,NULL,NULL,NULL,713,1360,800
168,10000168,阿福,12,2023-05-25 10:49:20.0000000,1078,15,65,43,30,51,#800080,2024-01-20 23:31:02.0000000,BG002,2023-05-22 07:10:09.0000000,3500,0,20,2023-07-14 17:58:41.0000000,0,NULL,NULL,NULL,63,495,140
169,10000169,小黑,19,2025-06-27 07:44:57.0000000,2551,84,82,59,13,83,#0000FF,2024-04-28 03:47:17.0000000,BG010,2023-04-23 16:26:16.0000000,2000,6000,20,2023-11-30 00:34:29.0000000,0,NULL,NULL,NULL,651,668,280
170,10000170,小花??,39,2024-12-28 11:21:43.0000000,3280,37,25,19,11,38,#800080,2024-02-14 22:40:54.0000000,BG004,2024-10-18 01:08:10.0000000,3500,2000,40,2024-12-28 06:29:02.0000000,0,NULL,NULL,NULL,180,1596,960
171,10000171,熊大Sunny,15,2024-04-13 12:10:13.0000000,2076,90,46,49,35,78,#FFFF00,2023-07-25 01:06:08.0000000,BG008,2025-09-03 22:25:50.0000000,2000,4000,20,2023-01-27 09:52:44.0000000,0,NULL,NULL,NULL,307,560,200
172,10000172,雪球,38,2025-07-30 04:18:17.0000000,3967,22,71,84,53,81,#6F4E37,2024-11-04 13:03:25.0000000,BG003,2024-06-13 19:16:25.0000000,3500,0,40,2023-07-07 11:51:11.0000000,0,NULL,NULL,NULL,398,1535,920
173,10000173,Nana,19,2025-04-07 17:16:01.0000000,3166,92,49,10,55,31,#FFFF00,2024-08-03 04:05:48.0000000,BG010,2025-08-11 01:18:12.0000000,2000,6000,20,2023-10-02 07:31:16.0000000,0,NULL,NULL,NULL,334,668,280
174,10000174,豆豆Luna,38,2025-04-27 23:39:08.0000000,5084,72,84,40,60,54,#800080,2025-05-07 18:42:18.0000000,BG009,2023-06-23 18:06:36.0000000,3500,4500,40,2025-03-26 08:45:27.0000000,0,NULL,NULL,NULL,240,1535,920
175,10000175,皮卡Lucky,13,2024-03-18 13:18:07.0000000,1227,30,14,64,57,80,#00FFFF,2023-09-02 14:37:43.0000000,BG010,2024-06-18 10:37:27.0000000,2000,6000,20,2023-05-11 03:26:20.0000000,0,NULL,NULL,NULL,309,515,160
176,10000176,皮蛋Coco,46,2024-07-15 04:33:04.0000000,7659,20,67,43,31,85,#000000,2025-02-03 22:06:36.0000000,BG010,2023-07-13 10:08:34.0000000,0,6000,50,2024-06-14 11:42:35.0000000,0,NULL,NULL,NULL,605,2072,1300
177,10000177,Sunny,38,2024-01-17 04:51:48.0000000,4939,65,94,94,64,49,#000000,2023-10-22 15:38:23.0000000,BG010,2024-10-19 23:40:56.0000000,0,6000,40,2024-07-08 18:07:31.0000000,0,NULL,NULL,NULL,1336,1535,920
178,10000178,多多,2,2024-12-24 14:34:39.0000000,184,96,23,73,80,99,#FFA500,2025-08-11 22:29:07.0000000,BG008,2024-05-06 04:34:25.0000000,2000,4000,10,2023-09-11 10:29:57.0000000,0,NULL,NULL,NULL,69,140,20
179,10000179,喵喵??,43,2025-03-09 19:58:57.0000000,5646,26,51,73,83,88,#00FFFF,2023-07-17 01:35:56.0000000,BG006,2024-06-10 04:56:36.0000000,2000,3000,50,2024-07-09 04:47:49.0000000,0,NULL,NULL,NULL,976,1859,1150
180,10000180,布丁??,44,2025-01-01 19:42:25.0000000,3833,32,72,93,76,62,#00FFFF,2024-12-13 06:33:13.0000000,BG009,2024-08-08 15:15:04.0000000,2000,4500,50,2023-09-13 14:45:47.0000000,0,NULL,NULL,NULL,1304,1928,1200
181,10000181,球球,14,2023-04-28 15:58:40.0000000,1917,100,33,63,28,96,#FFA500,2023-02-11 19:35:33.0000000,BG006,2023-12-20 02:51:07.0000000,2000,3000,20,2024-10-01 16:06:26.0000000,0,NULL,NULL,NULL,195,536,180
182,10000182,Luna,12,2025-01-05 12:31:24.0000000,793,53,92,94,74,100,#FFFF00,2023-01-07 03:05:17.0000000,BG003,2025-05-22 03:51:10.0000000,2000,0,20,2024-12-04 19:39:04.0000000,0,NULL,NULL,NULL,356,495,140
183,10000183,小黑,29,2025-04-04 22:07:39.0000000,3838,77,75,78,42,20,#FFA500,2023-05-11 15:35:52.0000000,BG007,2023-07-14 05:14:40.0000000,2000,3500,30,2023-04-23 00:11:02.0000000,0,NULL,NULL,NULL,487,1052,570
184,10000184,奶茶,50,2023-06-26 01:54:33.0000000,9004,58,46,98,33,89,#FFA500,2025-01-20 20:05:03.0000000,BG003,2025-02-14 04:09:32.0000000,2000,0,50,2023-12-26 02:10:56.0000000,0,NULL,NULL,NULL,1193,2380,1500
185,10000185,Lucky,4,2023-11-29 20:24:55.0000000,576,42,76,73,74,84,#0000FF,2025-08-05 18:26:36.0000000,BG006,2023-01-16 16:37:39.0000000,2000,3000,10,2024-01-02 22:08:57.0000000,0,NULL,NULL,NULL,87,220,40
186,10000186,小黑,21,2023-04-11 13:32:42.0000000,1693,22,43,36,32,93,#FF0000,2023-10-20 05:26:28.0000000,BG010,2023-10-02 13:34:58.0000000,0,6000,30,2024-06-11 17:24:07.0000000,0,NULL,NULL,NULL,237,732,330
187,10000187,旺財,44,2024-02-16 09:00:52.0000000,3359,10,18,24,73,82,#6F4E37,2024-05-26 09:43:55.0000000,BG005,2024-05-23 19:25:07.0000000,3500,2500,50,2023-03-27 19:28:42.0000000,0,NULL,NULL,NULL,986,1928,1200
188,10000188,球球Sunny,5,2024-02-11 14:04:08.0000000,830,27,49,78,64,41,#008000,2024-01-14 23:39:58.0000000,BG002,2024-07-18 08:01:53.0000000,2000,0,10,2023-07-09 11:43:30.0000000,0,NULL,NULL,NULL,211,260,50
189,10000189,布丁,29,2023-12-03 15:01:44.0000000,3056,92,15,22,55,73,#FFFFFF,2023-07-07 20:40:31.0000000,BG005,2025-05-12 03:24:07.0000000,0,2500,30,2024-05-25 16:24:23.0000000,0,NULL,NULL,NULL,826,1052,570
190,10000190,皮皮,29,2024-10-26 16:44:32.0000000,4548,76,40,86,34,67,#FFFFFF,2024-12-15 04:44:22.0000000,BG003,2025-06-19 09:13:06.0000000,0,0,30,2025-06-04 21:44:05.0000000,0,NULL,NULL,NULL,50,1052,570
191,10000191,多多??,15,2024-12-26 20:39:50.0000000,1961,53,18,20,14,95,#FFA500,2024-04-19 20:09:28.0000000,BG004,2025-03-23 19:13:33.0000000,2000,2000,20,2023-04-08 12:54:40.0000000,0,NULL,NULL,NULL,459,560,200
192,10000192,Sunny??,10,2023-05-25 00:47:34.0000000,1504,36,93,82,70,31,#FFA500,2023-03-12 17:54:56.0000000,BG010,2025-08-15 14:08:53.0000000,2000,6000,10,2023-04-30 06:40:07.0000000,0,NULL,NULL,NULL,372,460,100
193,10000193,Sunny,10,2023-10-05 14:01:04.0000000,1921,60,51,95,11,68,#800080,2023-06-02 12:07:20.0000000,BG009,2024-11-05 17:21:59.0000000,3500,4500,10,2024-11-03 06:02:53.0000000,0,NULL,NULL,NULL,193,460,100
194,10000194,花生Sunny,7,2023-10-26 13:24:31.0000000,1207,69,12,30,24,77,#800080,2024-03-27 00:51:32.0000000,BG009,2024-05-20 13:04:15.0000000,3500,4500,10,2024-11-20 23:38:47.0000000,0,NULL,NULL,NULL,111,340,70
195,10000195,球球,47,2025-07-13 01:29:22.0000000,3911,88,23,60,60,25,#800080,2025-03-12 16:32:02.0000000,BG004,2025-05-28 20:11:50.0000000,3500,2000,50,2023-08-04 21:31:46.0000000,0,NULL,NULL,NULL,513,2147,1350
196,10000196,小花,20,2023-09-21 13:54:22.0000000,3589,48,52,66,36,85,#800080,2024-07-07 23:35:26.0000000,BG007,2023-05-24 03:51:19.0000000,3500,3500,20,2023-07-17 01:50:37.0000000,0,NULL,NULL,NULL,323,700,300
197,10000197,小花Lucky,31,2025-03-08 13:00:05.0000000,4138,56,30,87,73,99,#000000,2024-03-27 06:19:08.0000000,BG003,2025-06-12 14:21:19.0000000,0,0,40,2024-12-24 09:29:20.0000000,0,NULL,NULL,NULL,340,1148,640
198,10000198,皮皮,35,2025-06-01 16:41:49.0000000,4397,80,69,58,25,50,#000000,2025-08-29 01:29:17.0000000,BG007,2025-05-10 11:09:02.0000000,0,3500,40,2024-04-07 18:18:11.0000000,0,NULL,NULL,NULL,795,1360,800
199,10000199,花生??,12,2025-09-02 12:51:50.0000000,1495,58,80,36,29,83,#0000FF,2024-12-24 08:24:57.0000000,BG009,2023-10-20 02:05:11.0000000,2000,4500,20,2023-10-14 02:22:40.0000000,0,NULL,NULL,NULL,327,495,140
200,10000200,多多??,44,2025-04-27 07:43:43.0000000,2734,85,10,63,21,55,#000000,2024-05-24 16:11:45.0000000,BG001,2025-07-11 00:42:41.0000000,0,0,50,2024-09-03 15:28:16.0000000,0,NULL,NULL,NULL,1315,1928,1200

(200 個受影響的資料列)
